word,track,mxm_tid,count,is_test,artist_familiarity,artist_hotttnesss,artist_id,artist_latitude,artist_location,artist_longitude,artist_name,bc_0,bc_1,bc_2,bc_3,bc_4,bc_5,bc_6,bc_7,bc_8,bc_9,duration,loudness,mode,release,song_hotttnesss,song_id,sp_0,sp_1,sp_10,sp_11,sp_12,sp_13,sp_14,sp_15,sp_16,sp_17,sp_18,sp_19,sp_2,sp_20,sp_21,sp_22,sp_23,sp_24,sp_25,sp_26,sp_27,sp_28,sp_29,sp_3,sp_30,sp_31,sp_32,sp_33,sp_34,sp_35,sp_4,sp_5,sp_6,sp_7,sp_8,sp_9,st_0,st_1,st_10,st_11,st_12,st_13,st_14,st_15,st_16,st_17,st_18,st_19,st_2,st_20,st_21,st_22,st_23,st_24,st_25,st_26,st_27,st_28,st_29,st_3,st_30,st_31,st_32,st_33,st_34,st_35,st_4,st_5,st_6,st_7,st_8,st_9,tempo,title,track_id,k_0,k_1,k_2,k_3,k_4,k_5,k_6,k_7,k_8,k_9,k_10,k_11,ts_0,ts_1,ts_3,ts_4,ts_5,ts_7
em,153,153,153,153,153,153,153,40,153,40,153,153,153,153,153,153,153,153,153,152,152,153,153,153,153,109,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,0,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153
tu,152,152,152,152,152,152,152,41,152,41,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,97,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,0,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152
sound,151,151,151,151,151,151,151,51,151,51,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,108,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,0,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151
fire,151,151,151,151,151,151,151,52,151,52,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,122,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,0,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151
star,151,151,151,151,151,151,151,73,151,73,151,150,150,150,150,150,150,150,150,150,150,151,151,151,151,110,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,0,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151
tonight,150,150,150,150,150,150,150,49,150,49,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,111,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,0,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
se,150,150,150,150,150,150,150,45,150,45,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,100,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,0,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
year,149,149,149,149,149,149,149,46,149,46,149,149,149,149,149,149,149,149,149,148,148,149,149,149,149,111,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,0,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149
hey,149,149,149,149,149,149,149,42,149,42,149,149,149,149,149,149,149,149,149,148,148,149,149,149,149,94,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,0,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149
rock,147,147,147,147,147,147,147,50,147,50,147,146,146,146,146,146,146,146,146,146,146,147,147,147,147,107,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,0,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147
te,146,146,146,146,146,146,146,34,146,34,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,95,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,0,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146
someon,146,146,146,146,146,146,146,60,146,60,146,145,145,145,145,145,145,145,145,144,144,146,146,146,146,112,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,0,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146
shit,146,146,146,146,146,146,146,26,146,26,146,146,146,146,146,146,146,146,146,145,145,146,146,146,146,100,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,0,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146
touch,145,145,145,145,145,145,145,63,145,63,145,145,145,145,145,145,145,145,145,144,144,145,145,145,145,111,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,0,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145
took,145,145,145,145,145,145,145,58,145,58,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,100,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,0,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145
behind,145,145,145,145,145,145,145,50,145,50,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,105,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,0,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145
open,144,144,144,144,144,144,144,46,144,46,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,95,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,0,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144
side,144,144,144,144,144,144,144,50,144,50,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,118,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,0,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144
dark,144,144,144,144,144,144,144,53,144,53,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,106,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,0,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144
might,143,143,143,143,143,143,143,48,143,48,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,98,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,0,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143
bad,143,143,143,143,143,143,143,46,143,46,143,142,142,142,142,142,142,142,142,142,142,143,143,143,143,105,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,0,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143
onc,143,143,143,143,143,143,143,47,143,47,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,109,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,0,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143
mani,143,143,143,143,143,143,143,52,143,52,143,143,143,143,143,143,143,143,143,142,142,143,143,143,143,99,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,0,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143
rememb,142,142,142,142,142,142,142,45,142,45,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,95,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,0,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142
told,142,142,142,142,142,142,142,56,142,56,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,93,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,0,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142
found,142,142,142,142,142,142,142,56,142,56,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,101,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,0,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142
kiss,141,141,141,141,141,141,141,56,141,56,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,100,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,0,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141
smile,141,141,141,141,141,141,141,47,141,47,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,95,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,0,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141
work,139,139,139,139,139,139,139,50,139,50,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,94,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,0,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
help,139,139,139,139,139,139,139,52,139,52,139,139,139,139,139,139,139,139,139,138,138,139,139,139,139,102,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,0,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
fight,138,138,138,138,138,138,138,52,138,52,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,98,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,0,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138
dead,137,137,137,137,137,137,137,53,137,53,137,137,137,137,137,137,137,137,137,136,136,137,137,137,137,106,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,0,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137
first,136,136,136,136,136,136,136,53,136,53,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,94,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,0,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136
el,136,136,136,136,136,136,136,35,136,35,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,96,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,0,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136
best,135,135,135,135,135,135,135,55,135,55,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,104,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,0,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135
enough,135,135,135,135,135,135,135,42,135,42,135,135,135,135,135,135,135,135,135,134,134,135,135,135,135,103,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,0,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135
set,134,134,134,134,134,134,134,55,134,55,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,97,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,0,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134
es,134,134,134,134,134,134,134,35,134,35,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,89,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,0,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134
sure,134,134,134,134,134,134,134,46,134,46,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,85,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,0,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134
